PROSPECTID,MARITALSTATUS,EDUCATION,GENDER,last_prod_enq2,first_prod_enq2,time_since_recent_payment,num_times_delinquent,unstructured_data_comment
7035,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
7036,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
7037,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
7038,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
7039,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
7040,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
7041,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
7042,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7043,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
7044,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
7045,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
7046,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
7047,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
7048,Married,POST-GRADUATE,M,others,P1,55,1,News reports indicate significant layoffs and restructuring plans due to market downturn. Financial instability noted.
7049,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
7050,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7051,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
7052,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
7053,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
7054,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
7055,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7056,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
7057,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
7058,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
7059,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7060,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7061,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
7062,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
7063,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7064,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7065,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
7066,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
7067,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
7068,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
7069,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
7070,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
7071,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
7072,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
7073,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
7074,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7075,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
7076,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
7077,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
7078,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7079,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
7080,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7081,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
7082,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
7083,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
7084,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
7085,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
7086,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
7087,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
7088,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
7089,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
7090,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7091,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
7092,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
7093,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
7094,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
7095,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
7096,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
